Residual_Power,Application_Type,Min_Security_Level,Max_Stack_Usage,Max_ROM,Min_Throughput,Algorithm
37.958597577714166,M,Medium,447.3886012080549,21.788624031990583,0.0,ISAP
34.133628354433654,M,Medium,437.92938541556293,22.05427284308808,0.0,ISAP
38.68081684597235,M,Medium,476.73759689556806,23.597800676625436,0.0,ISAP
30.327948865144158,M,Medium,401.557219845211,29.350398047753085,0.0,ISAP
30.64528208865153,M,Medium,400.67555475818,25.18292753057688,0.0,ISAP
39.3251902020588,M,Medium,463.3542267231609,22.609818091126296,0.0,ISAP
37.69955401807209,M,Medium,497.88941574369437,21.788807526517395,0.0,ISAP
31.961178767551317,M,Medium,451.5609912782571,27.68702256461354,0.0,ISAP
37.48056480346802,M,Medium,418.318220401611,29.908463211949236,0.0,ISAP
35.928125003733044,M,Medium,492.56456758322776,29.741028821928918,1.5443563648928094,ISAP
30.48725977871143,M,Medium,472.95020176852137,26.995961762208175,0.0,ISAP
37.10765953406549,M,Medium,421.39782193987116,29.89046625877766,0.0,ISAP
37.34300801515599,M,Medium,481.74032973224985,28.279275651321708,0.0,ISAP
32.7036350232369,M,Medium,451.28508847306085,23.151653483569337,0.0,ISAP
33.840381955686865,M,Medium,477.1497838092512,26.687924345304882,0.0,ISAP
33.0426388903517,M,Medium,447.6401168625607,29.281138728990754,0.0,ISAP
32.82946521183106,M,Medium,472.68179256202615,25.650716969713756,0.0,ISAP
39.9239047093762,M,Medium,434.73316469525014,28.47599503678949,0.0,ISAP
38.13049479825459,M,Medium,413.5785292607506,28.815570053195163,0.0,ISAP
33.03559054739517,M,Medium,486.1683524126568,22.113977736352204,0.0,ISAP
39.73498361466962,M,Medium,418.5440940473426,22.149986610133194,0.0,ISAP
37.67340733987809,M,Medium,446.78057312874,29.98133646080641,0.0,ISAP
31.517539664655043,M,Medium,443.75172249758674,24.671802664654408,0.0,ISAP
30.632947543062013,M,Medium,404.6803149817348,29.888316911332858,0.0,ISAP
30.41791672287176,M,Medium,482.66344827081133,27.663091489603623,0.0,ISAP
35.387514764964585,M,Medium,468.0852451713284,23.67326337960782,0.0,ISAP
34.31028343853976,M,Medium,477.45866300201925,27.346036002588846,0.0,ISAP
31.693156526235978,M,Medium,467.84604253953586,28.047821606287826,6.732023943975953,ISAP
39.81117790007494,M,Medium,496.613853323659,28.850398819864335,0.0,ISAP
36.6338556475447,M,Medium,408.8057712184528,26.44357385266993,0.0,ISAP
36.19736759920213,M,Medium,436.2079873267043,23.230242897254605,0.0,ISAP
36.36197692524393,M,Medium,465.2125260921546,20.968366185648186,0.0,ISAP
39.43102449429294,M,Medium,445.4905409252262,24.873989585278665,0.0,ISAP
31.745708868883273,M,Medium,492.3695156389595,29.11510516363153,0.0,ISAP
37.49714814149274,M,Medium,457.260342823981,26.23091063924238,0.0,ISAP
32.38768007658453,M,Medium,400.17429258409044,25.859260064192338,0.0,ISAP
36.46312232461805,M,Medium,460.23755870726694,26.70813400939496,0.0,ISAP
39.836998642550604,M,Medium,400.3534877702463,23.71598513997008,0.0,ISAP
32.14168227463575,M,Medium,492.457525013403,23.61891086846252,0.0,ISAP
38.62267982026882,M,Medium,418.1481865083119,22.92610757099698,0.0,ISAP
38.67328460482895,M,Medium,400.655009571663,25.261370126350016,0.0,ISAP
34.44757684997991,M,Medium,479.4469425124835,28.783742697452013,0.0,ISAP
33.12037828414529,M,Medium,475.93301720288247,26.022628147162006,0.0,ISAP
25.277214351903496,M,Medium,406.43318955673624,20.05561538375206,0.0,ISAP
28.71276386033824,M,Medium,493.44179236005795,25.77488490063989,0.0,ISAP
24.31554160359771,M,Medium,416.05532372736013,22.5246526295169,0.17627326297561474,ISAP
28.989844286508873,M,Medium,415.1977448285059,29.263153524923023,0.0,ISAP
22.208217513197,M,Medium,487.1175763215683,27.90514003387837,3.321136200596666,ISAP
29.889737530045497,M,Medium,495.2577450671721,25.178390445820124,0.0,ISAP
20.391896847944817,M,Medium,418.52641378566506,27.67076418025658,0.0,ISAP
20.364227603471974,M,Medium,470.27279269218064,23.88955399971692,0.0,ISAP
28.698178495232543,M,Medium,436.815481963355,21.922755155404737,3.9217005284998296,ISAP
28.86838883959503,M,Medium,456.7048388731051,20.979088217797408,0.0,ISAP
29.482788439446143,M,Medium,489.0226563478275,23.435854392314813,0.0,ISAP
23.86780202639453,M,Medium,406.73856766808126,28.678902191208834,0.0,ISAP
27.501823600274992,M,Medium,479.8580219296288,27.06554875860143,0.0,ISAP
21.309503389033626,M,Medium,465.84602506945265,26.21398650968341,0.0,ISAP
26.750267911162112,M,Medium,447.9450170576781,23.380152424663912,0.0,ISAP
20.14012443278958,M,Medium,457.3655803921265,21.32168507175748,0.0,ISAP
27.339256363466856,M,Medium,493.40599823674665,21.541733116259437,0.0,ISAP
27.013547514491584,M,Medium,415.34872611523235,21.48204609305131,0.0,ISAP
24.601368570075767,M,Medium,423.36746923800615,21.20115458601406,2.595351090966571,ISAP
28.700043948356846,M,Medium,445.4672977800425,23.111258682647602,0.0,ISAP
25.20589316046972,M,Medium,471.6212807212347,28.096244237272373,1.0266742331608203,ISAP
22.076395819175538,M,Medium,462.59226919301113,23.844497077464084,0.0,ISAP
25.147403019840986,M,Medium,494.13384066687155,20.02848974851829,0.0,ISAP
26.86985166454785,M,Medium,418.6527826313269,26.764941485041234,0.0,ISAP
28.14046124119134,M,Medium,443.95000920053354,25.450605040364525,0.0,ISAP
25.702370034776465,M,Medium,490.3834426215481,24.338090378381633,0.0,ISAP
21.939194149785244,M,Medium,458.01928657489617,29.38759779094315,0.0,ISAP
25.067692026120923,M,Medium,446.7866736808695,23.740422411379683,0.0,ISAP
21.05935745047203,M,Medium,418.33774133962226,26.556079914462515,0.0,ISAP
22.58049186368299,M,Medium,462.22122521771996,29.26992705272409,4.29754200660917,ISAP
25.341367572047385,M,Medium,415.71322686609153,26.63215653685187,0.0,ISAP
26.16344117466587,M,Medium,451.56783466230854,22.38218657340741,0.0,ISAP
29.19705073330046,M,Medium,490.0989929071153,20.15487186425055,0.0,ISAP
29.311856287367917,M,Medium,427.8117402959069,27.125406317104986,0.0,ISAP
27.320688703939684,M,Medium,466.0588855380655,20.517650385851415,0.0,ISAP
28.963606456291622,M,Medium,425.52320350318894,23.756804335834083,0.0,ISAP
23.762929765608227,M,Medium,494.53731627181793,28.507056977997628,0.0,ISAP
29.977516720653544,M,Medium,476.88416583287915,21.676082860259463,0.0,ISAP
26.670289191575804,M,Medium,467.7271262461725,29.69776790120028,0.0,ISAP
20.422326083100323,M,Medium,420.3950742679532,26.48252618289647,0.0,ISAP
22.061952311164376,M,Medium,461.9362429438157,27.225850971345213,0.0,ISAP
24.999393889563756,M,Medium,486.1496706635804,26.17864395290023,0.0,ISAP
22.954765102391363,M,Medium,491.49138929466807,20.788711632575318,0.0,ISAP
20.059552454574554,M,Medium,452.7134382941533,28.678307576226892,0.0,ISAP
29.719968869320784,M,Medium,426.6442390417737,23.146544927141083,0.0,ISAP
24.939055063022273,M,Medium,460.9315942595867,24.953653400700254,0.0,ISAP
26.71229217012441,M,Medium,480.94573970579364,24.874457294814608,4.72439134228865,ISAP
29.667852002612896,M,Medium,417.0660924334618,29.779215114042206,0.0,ISAP
22.181722900236508,M,Medium,433.51518327155435,20.957287413253283,0.0,ISAP
23.15363845281278,M,Medium,448.00801280617173,23.194466858925313,0.0,ISAP
27.219410799779133,M,Medium,480.51508524897673,29.419023666778415,0.0,ISAP
25.7633973262012,M,Medium,490.8810270290312,29.42307776998266,0.0,ISAP
22.308280704646307,M,Medium,409.76585388699306,27.47872117963255,0.0,ISAP
22.235566509273763,M,Medium,459.10466340076266,23.52685755243559,5.889300752322404,ISAP
21.700080772825046,M,Medium,440.27609047484225,29.55085187038955,0.0,ISAP
24.5799740919127,M,Medium,482.5203193683393,21.471525222880903,0.0,ISAP
23.701909119244643,M,Medium,444.8540017778633,21.523079887597543,0.0,ISAP
26.34324153864942,M,Medium,452.12922838835203,25.200585614168784,0.0,ISAP
27.048527987217707,M,Medium,407.6703321460668,24.924294127170455,0.0,ISAP
26.506710992613197,M,Medium,489.75597879739615,25.8195823920083,0.0,ISAP
21.235601917904784,M,Medium,479.1811739138394,20.298557138359712,7.987193018300189,ISAP
23.25372376302613,M,Medium,412.9194008749727,27.592074923747195,0.0,ISAP
28.97993595246775,M,Medium,479.85291524178604,21.936181588125756,0.0,ISAP
29.857936890037884,M,Medium,484.4449434404791,25.034250813748688,0.0,ISAP
24.410393629329008,M,Medium,408.5781424033151,28.184154074282404,0.0,ISAP
29.47098623411162,M,Medium,449.98720380514817,20.380826172228623,0.0,ISAP
26.05622958863819,M,Medium,480.94747940291796,21.445446968989113,0.0,ISAP
27.570716789949458,M,Medium,467.4949055591946,21.779858955735776,3.857793920373833,ISAP
24.793958289415368,M,Medium,412.3843205335631,22.95992420345604,0.0,ISAP
29.938364587635547,M,Medium,441.2102359955657,23.852147460169487,0.0,ISAP
23.84918637211986,M,Medium,409.6291470438499,25.452240573778802,1.4673334010849715,ISAP
23.135611756789174,M,Medium,434.00332458458075,28.992052784845225,0.0,ISAP
21.060472127914007,M,Medium,452.13465858986154,27.33840886112579,0.0,ISAP
20.381106167670236,M,Medium,405.181705737636,23.004805137678062,0.0,ISAP
29.29770611347974,M,Medium,495.658146442433,28.34563526917939,0.0,ISAP
28.574143376962297,M,Medium,411.7483273975395,25.27206648976314,0.0,ISAP
25.078805735823256,M,Medium,439.0109551673207,23.340171029215988,0.0,ISAP
28.850700207631792,M,Medium,498.34627525046955,28.589338836232354,0.0,ISAP
25.639054856546057,M,Medium,412.3851717681483,26.06770538340195,0.0,ISAP
21.58556296067922,M,Medium,431.6009030271824,27.727248008222737,0.0,ISAP
27.165557567206257,M,Medium,411.2863446692889,23.971328223381462,0.0,ISAP
24.435843539053902,M,Medium,487.45813354865044,23.997264429758832,0.0,ISAP
27.00765200046436,M,Medium,464.81548227850243,27.169681363539556,0.0,ISAP
29.835730557456333,M,Medium,488.80745874559926,21.699498870503575,0.0,ISAP
25.971232015677522,M,Medium,450.69323173309823,24.517684077696874,0.0,ISAP
24.725489203448717,M,Medium,439.2348510608321,28.65336013661048,0.0,ISAP
24.53314069700603,M,Medium,495.27734407646636,24.52232861071537,0.0,ISAP
21.81780607509268,M,Medium,460.8265128399155,26.132481640233937,0.0,ISAP
26.003067197946404,M,Medium,479.98743742184683,23.08533536707639,0.0,ISAP
22.972735419581262,M,Medium,446.5897302828881,20.933535589465297,0.0,ISAP
24.918840969981126,M,Medium,410.013967986053,29.566711493948024,0.0,ISAP
20.348730155256483,M,Medium,450.2136343772126,29.798194435163076,0.0,ISAP
26.95215497098035,M,Medium,431.1767515070443,23.476494823135603,0.0,ISAP
22.210494176401394,M,Medium,480.1208571563202,25.076866864304094,7.160985360718777,ISAP
25.658720611624414,M,Medium,411.19752477549554,28.613196597372934,0.0,ISAP
21.085253443802944,M,Medium,495.90184356676156,24.497006295033124,0.0,ISAP
23.99595854824438,M,Medium,445.62796521811293,27.045376328356728,0.0,ISAP
24.250605637352173,M,Medium,436.41796467363673,23.99050952609183,0.0,ISAP
27.074427400187503,M,Medium,491.27751355268794,23.699487290362555,0.0,ISAP
25.93591582601307,M,Medium,467.83050238294356,20.371848298126114,0.0,ISAP
14.531316497069739,M,Medium,479.847181464665,26.660926562269317,2.918059642052153,ISAP
19.554671664109023,M,Medium,402.264013890788,28.8163824855321,0.0,ISAP
13.009622775924885,M,Medium,428.7850476823292,22.532307164337297,0.0,ISAP
16.429742102346236,M,Medium,495.7837227221447,23.755998611405044,0.0,ISAP
11.970829733618624,M,Medium,483.9865039487394,26.27632110198571,0.0,ISAP
15.057210630388004,M,Medium,474.86504593575216,20.853935722545,0.0,ISAP
14.9851405207834,M,Medium,499.0998850345444,25.675863648877225,0.0,ISAP
14.262476380635992,M,Medium,442.08962942657473,22.818950966067792,0.0,ISAP
17.49423740972839,M,Medium,422.71523752991027,24.11977433886245,0.0,ISAP
19.227609011253513,M,Medium,461.4423740681515,21.67204250503616,0.0,ISAP
16.740909164844048,M,Medium,474.5669071481105,28.661707521493895,0.0,ISAP
15.759800333939456,M,Medium,404.28845439992745,21.809022136089627,0.0,ISAP
10.15102488112311,M,Medium,403.33861400553275,29.00648719551692,0.0,ISAP
10.394573438855009,M,Medium,462.5682063100715,27.49577453701712,0.0,ISAP
14.261260544196366,M,Medium,402.96300816801056,24.913805598029825,1.9182494644798398,ISAP
12.859785682720211,M,Medium,407.56286971890427,24.41198746009297,0.0,ISAP
10.098187857776411,M,Medium,448.0262627902762,24.613754852708926,0.0,ISAP
11.548947952339283,M,Medium,447.64053110075844,25.28662052839651,0.0,ISAP
17.668361327108624,M,Medium,421.18816924271715,28.811440790589977,0.0,ISAP
16.904952050048472,M,Medium,451.3905626643904,23.63420338149442,0.0,ISAP
19.707772486131354,M,Medium,431.29982309022034,26.679618863712854,0.0,ISAP
19.449525012738025,M,Medium,459.81899489401127,26.70040672651852,0.0,ISAP
17.267988458008432,M,Medium,417.82301365637267,21.635322222706524,0.0,ISAP
13.417924308008272,M,Medium,407.1621617515762,26.416193742981022,0.0,ISAP
10.86170552059961,M,Medium,469.90745985733577,29.844682958818705,0.0,ISAP
17.716724791199052,M,Medium,483.1855938416346,22.282190661196502,0.0,ISAP
18.208994503549594,M,Medium,423.4478208928932,29.49354292423607,0.0,ISAP
10.051840356635726,M,Medium,417.9753478888528,25.481620752068576,0.0,ISAP
16.52615666483446,M,Medium,461.50914981171064,29.58049838778414,5.2092249388379885,ISAP
13.539541439741932,M,Medium,402.99588875602,20.412488584858615,0.0,ISAP
12.162302553189434,M,Medium,438.3149214412937,26.12258730226521,2.437289723785432,ISAP
15.778883443946999,M,Medium,404.89841153023985,27.35835931213369,0.0,ISAP
13.834438423651326,M,Medium,404.32470568697977,24.476739061397424,0.0,ISAP
19.453485752003147,M,Medium,404.8868261989267,22.34553376954001,0.0,ISAP
17.554693108568937,M,Medium,488.0018603280874,22.5403170242271,0.0,ISAP
11.71039416070298,M,Medium,417.89346586253555,21.028090463520712,0.0,ISAP
15.49649464090184,M,Medium,415.3972277079646,23.546498492142064,0.0,ISAP
13.890763603562519,M,Medium,443.79937254956,29.113363818140215,0.0,ISAP
14.649648363282694,M,Medium,473.55360488493903,24.22398034063377,0.0,ISAP
14.37493974887243,M,Medium,403.5846306838169,28.922119360969024,0.0,ISAP
14.265869148787004,M,Medium,410.7594888428119,22.659091196954865,0.0,ISAP
11.980288532004034,M,Medium,479.32063350420185,21.940790683702065,0.0,ISAP
11.598591083790982,M,Medium,487.0473658343106,27.433306078328638,4.43529083375215,ISAP
17.36769114566458,M,Medium,492.6549740957994,28.366625337753998,0.0,ISAP
12.53796370008199,M,Medium,458.03042140473474,23.86559142095145,3.456638413628912,ISAP
18.686010648331173,M,Medium,448.31429553920356,21.076227971168333,0.0,ISAP
19.05085578498834,M,Medium,462.22954185845356,24.552288932693223,0.0,ISAP
12.13143459889215,M,Medium,412.79823998614444,23.84793819856234,0.0,ISAP
17.687847112055433,M,Medium,460.4395117687813,28.996359855481558,0.0,ISAP
16.721160234124344,M,Medium,472.614126862963,25.066094048773305,0.0,ISAP
14.542636002499284,M,Medium,461.133254425337,25.824544827905008,0.0,ISAP
13.996283792180472,M,Medium,471.7374256792815,24.141022376705354,0.0,ISAP
19.697855072372715,M,Medium,440.22021710339754,22.017094136411615,0.0,ISAP
11.062389723421731,M,Medium,441.5173678371955,27.562855740919925,0.0,ISAP
13.800373090018963,M,Medium,482.75652752751853,29.93847176671223,0.0,ISAP
12.261102743939539,M,Medium,454.27382700253673,26.0698090020703,0.0,ISAP
11.168841805429885,M,Medium,433.4383126765912,20.884600218945437,5.371168330462952,ISAP
11.547855499457167,M,Medium,467.4450775697483,24.417277638162997,0.0,ISAP
15.529269653559918,M,Medium,468.56988282923766,25.810853606207324,0.0,ISAP
19.42703273911203,M,Medium,476.3203419849346,25.651512971525978,0.0,ISAP
17.23744177970093,M,Medium,444.0007607897982,27.218758894757492,0.0,ISAP
16.192994955985686,M,Medium,475.0625505436588,24.738425689234855,0.0,ISAP
11.265977286731864,M,Medium,484.3574221248427,25.465533369581866,0.0,ISAP
19.42771352055493,M,Medium,483.2483869393561,28.14418829820568,0.0,ISAP
17.893210299198266,M,Medium,431.36888906667616,26.818258095332105,0.0,ISAP
19.604339970502373,M,Medium,403.3678290439615,21.633642940838453,0.0,ISAP
18.296694933307176,M,Medium,482.76332862210404,25.251488410082175,0.0,ISAP
12.837037968245138,M,Medium,431.40471142271616,29.686743910753826,0.0,ISAP
15.246378206786106,M,Medium,463.88146065578724,23.49713870123866,0.0,ISAP
15.954932123697823,M,Medium,439.14477744953547,28.678833925298157,7.518808860614015,ISAP
18.182142859019713,M,Medium,469.36080538853656,29.933832134621788,0.0,ISAP
13.774086581041864,M,Medium,452.84659462641434,28.251013920590992,3.3595900521102418,ISAP
11.155018521732634,M,Medium,454.8102250690193,20.2466842664714,0.0,ISAP
10.175373372974983,M,Medium,465.89539187161364,28.141537530099182,2.8817089152399467,ISAP
13.01294509671941,M,Medium,432.35044851746085,27.154098649964723,0.0,ISAP
16.088300065263397,M,Medium,494.5607483321034,20.055341982686073,0.0,ISAP
14.941729788987686,M,Medium,405.43662306059144,20.46873163180798,3.756761802650246,ISAP
12.542606087039607,M,Medium,431.4890513061772,29.439351506291203,0.0,ISAP
15.379541658134647,M,Medium,429.5579064292277,20.16469173226482,0.0,ISAP
17.43469784153052,M,Medium,490.0855161383358,22.027239339450652,0.0,ISAP
15.998824156986686,M,Medium,452.51301865724827,28.912850159360893,0.0,ISAP
13.823637884862896,M,Medium,472.1978800227981,21.76504535607133,0.0,ISAP
13.188334890298723,M,Medium,412.0025262565067,27.19386365728777,0.0,ISAP
14.375311364663757,M,Medium,418.3518644920027,26.46142870265698,0.0,ISAP
11.746207675702173,M,Medium,400.1710692051216,21.290587568161346,0.0,ISAP
12.500359078302797,M,Medium,425.3692103820419,25.486089879732358,0.0,ISAP
17.50365388706863,M,Medium,482.5924076145583,24.957551701306645,0.0,ISAP
15.14906295229001,M,Medium,416.7021065820262,22.82927987042973,0.0,ISAP
10.419569103625149,M,Medium,413.86817906158973,28.627730303180936,0.0,ISAP
10.889705740584862,M,Medium,466.53057719993706,28.04028233553091,0.0,ISAP
15.235378500262016,M,Medium,469.67286862185915,25.787627923714513,0.0,ISAP
14.746046685045393,M,Medium,494.0268767950872,29.147910209058885,0.0,ISAP
19.600781886812733,M,Medium,481.79203584806356,23.383786029660673,0.0,ISAP
15.055188172576518,M,Medium,450.1666615458371,29.56933403409498,0.0,ISAP
10.727345027761716,M,Medium,415.8511430614134,29.410612199892803,0.0,ISAP
13.775660125631248,M,Medium,473.1735230238293,27.077680212058745,0.0,ISAP
17.597155890487834,M,Medium,416.90617812578046,29.928016713701876,0.0,ISAP
18.407285361646146,M,Medium,423.0492076553949,22.551112852383444,0.0,ISAP
11.848343760344251,M,Medium,411.9060608230225,24.57035602517689,0.0,ISAP
14.08102668808637,M,Medium,420.94015472773236,28.94917549905041,0.0,ISAP
3.615839508509884,M,Medium,428.89669633778584,25.254412556536106,0.0,ISAP
0.42394757662115645,M,Medium,481.30034228564995,26.990194158305062,0.0,ISAP
2.507658989495718,M,Medium,403.5617647871325,25.517254418409966,0.0,ISAP
2.475462527485318,M,Medium,434.06403281854773,21.641277706617995,0.0,ISAP
4.832236142047698,M,Medium,459.7020426321552,23.54294960348937,0.0,ISAP
3.7543824230122147,M,Medium,496.06106626598364,24.162703414143138,0.0,ISAP
7.187449690574588,M,Medium,414.8642905505301,22.79881031392691,0.0,ISAP
1.5332960191906642,M,Medium,475.74338603805984,24.756717844802782,0.0,ISAP
4.450063318848311,M,Medium,451.19371918630236,21.198596998409474,0.0,ISAP
0.3178461782632691,M,Medium,439.41010479598106,25.328457075248785,0.0,ISAP
8.538434494246932,M,Medium,435.08963944105,25.98211783204941,0.0,ISAP
8.246382162576547,M,Medium,424.98630068027575,28.753755116656514,0.0,ISAP
5.983737570022893,M,Medium,488.1842463190525,26.221448382499965,0.0,ISAP
7.714348188099645,M,Medium,424.63636681151456,26.62840771808631,0.0,ISAP
1.3013620651991853,M,Medium,458.51752899270946,22.361925784002064,0.0,ISAP
2.5502069534623417,M,Medium,432.92485054808066,27.835498344955667,0.0,ISAP
7.735410521436688,M,Medium,429.58810659600493,22.21828583308552,0.0,ISAP
0.7504083735169631,M,Medium,466.91219577682284,21.988493474850628,0.0,ISAP
1.905748573485786,M,Medium,420.91259503312517,25.75813113751268,6.763446574675016,ISAP
8.85669721465905,M,Medium,423.8370877302704,26.28914195156357,0.0,ISAP
6.4236881104420736,M,Medium,414.3940168538443,22.687291256069678,0.0,ISAP
2.1430236744104914,M,Medium,455.5684651698128,22.380234435949767,0.0,ISAP
6.175295372107686,M,Medium,402.43608512746084,29.716322226962244,0.0,ISAP
6.66301902909122,M,Medium,417.75873221106076,24.95955994069045,0.0,ISAP
8.887410693939417,M,Medium,438.31171305679993,24.287631841496616,0.0,ISAP
6.341421683897092,M,Medium,495.96897794149675,28.556184208977456,0.0,ISAP
3.095894585295266,M,Medium,441.71570511878093,29.426258841473498,0.0,ISAP
0.7215446094235012,M,Medium,471.78307022895166,25.86765055362332,0.0,ISAP
1.581892269981523,M,Medium,496.0028172063242,27.202347198324375,0.7547631511687158,ISAP
1.4802803217336047,M,Medium,448.4594419655178,23.858958260038005,0.0,ISAP
5.629782128167095,M,Medium,476.4648476405029,21.481219968549436,0.0,ISAP
4.408105665847387,M,Medium,445.26742711011633,26.396974693564566,0.0,ISAP
1.4861138884839498,M,Medium,437.8654292653492,24.484034766709517,0.0,ISAP
4.114174260551328,M,Medium,498.48608214928544,26.304001610232433,0.0,ISAP
9.90866561373127,M,Medium,408.36910399432924,24.92459476298657,0.0,ISAP
4.166027686383321,M,Medium,409.027915937247,23.720005206175102,0.7937551141252408,ISAP
6.347203469970762,M,Medium,435.3633223718559,22.994823527801042,0.0,ISAP
4.0156453513240375,M,Medium,488.51372529623353,23.484061024050135,0.0,ISAP
6.9754187501760505,M,Medium,490.0123847691768,27.248508384132457,0.0,ISAP
1.02650901835034,M,Medium,472.44728401644556,25.37732685786849,0.0,ISAP
8.719354530752538,M,Medium,435.9111097401504,27.606016400693697,0.0,ISAP
6.667566013616092,M,Medium,405.0537535609027,23.230180155348584,0.0,ISAP
2.5546306553276823,M,Medium,494.506998261941,24.17096506122978,0.0,ISAP
2.4458137336601284,M,Medium,444.4194626055698,26.292092800224214,0.0,ISAP
9.432637218575152,M,Medium,414.59146825337876,23.17010577056366,0.0,ISAP
1.7302212404991912,M,Medium,418.9076541718646,26.065144188898635,0.0,ISAP
8.893866291401393,M,Medium,468.71801939103625,21.552528104277044,0.0,ISAP
0.22739248486816743,M,Medium,411.62590241872874,25.079692509071577,0.0,ISAP
3.9590062744273546,M,Medium,415.6821982698171,20.03659772220889,0.0,ISAP
2.2933350293932087,M,Medium,491.3157851123555,24.404917245625406,0.0,ISAP
3.190462576929076,M,Medium,411.8735551735863,23.29047644808992,0.0,ISAP
6.317267017082269,M,Medium,424.9708675347649,20.933496182854434,0.0,ISAP
6.448703494101729,M,Medium,445.1889864696351,22.63026452058636,1.9427682579743832,ISAP
8.221951449443637,M,Medium,476.8605440967409,28.17316508442535,0.0,ISAP
9.696056476986573,M,Medium,416.6893905202082,22.80182030419127,0.0,ISAP
4.229176900185245,M,Medium,467.0694035576265,21.29523442693184,0.0,ISAP
4.147704519445362,M,Medium,482.2392910664136,26.615100951601917,0.0,ISAP
3.508313256925094,M,Medium,478.0693198499275,24.241777668484406,0.9571825849511018,ISAP
6.334012820172269,M,Medium,478.8720723359258,29.20534226109032,0.0,ISAP
9.253184300885287,M,Medium,416.1255233161811,26.66293689056324,2.8880650230381466,ISAP
7.102746195931787,M,Medium,403.03780284712764,24.546384786533757,0.0,ISAP
7.045169094246781,M,Medium,480.6559960153552,27.60825223782355,0.0,ISAP
7.920917629823173,M,Medium,409.09835030828685,22.785314648131674,0.0,ISAP
8.425693564301325,M,Medium,440.28893053671914,29.990216420277577,0.0,ISAP
0.9303925746602637,M,Medium,492.31729386928066,26.792256866308772,0.0,ISAP
0.5906841300504095,M,Medium,466.1032552263078,28.14991830334094,0.0,ISAP
9.777056531832189,M,Medium,422.9148078703323,23.584001261457676,0.0,ISAP
1.0092305245189792,M,Medium,416.485932066635,28.368630424576125,0.0,ISAP
1.5436464617112933,M,Medium,477.88311121928973,23.35820691189274,0.0,ISAP
4.485569454464774,M,Medium,463.8347365814227,23.182482156975983,5.727433480092905,ISAP
5.0456864505826085,M,Medium,490.29616575576733,27.145435685083516,0.0,ISAP
7.302363860337988,M,Medium,407.2598087056185,20.42554016884224,0.0,ISAP
3.793406427793986,M,Medium,451.63931742382186,23.056303325387972,0.0,ISAP
7.123385755969398,M,Medium,450.4156652086373,29.265311622053208,0.0,ISAP
1.2608022485817327,M,Medium,485.6666760252406,26.573852496355595,0.0,ISAP
5.408422262317412,M,Medium,421.73286638368376,27.743447534655267,0.0,ISAP
9.36623738218781,M,Medium,477.0877178621784,22.16007448445351,0.0,ISAP
3.3042747735904534,M,Medium,482.27145083714146,22.992554985210962,0.0,ISAP
8.051087511775162,M,Medium,476.5230632724915,22.073990644622405,0.0,ISAP
7.6831818768456355,M,Medium,485.1644837104797,25.087927074358152,0.0,ISAP
9.8145067396841,M,Medium,401.59065855723986,22.195275150551947,0.0,ISAP
7.481914235587286,M,Medium,452.120570558529,21.16477463893042,0.0,ISAP
7.641010151232095,M,Medium,489.41073930405827,25.812886274739512,0.0,ISAP
9.360002445778825,M,Medium,431.7001537029864,21.645240915418135,0.0,ISAP
9.504267117552997,M,Medium,405.02459515481877,22.470433091534733,0.0,ISAP
4.599844224385663,M,Medium,455.08426202610434,25.57078856518177,0.0,ISAP
6.4552855160586695,M,Medium,472.84095088418144,21.64661243402975,0.0,ISAP
2.0365827968386805,M,Medium,400.3822300555187,27.49973589285594,0.0,ISAP
5.812124840848697,M,Medium,434.02467133650356,21.67306517621101,0.0,ISAP
8.626049234609852,M,Medium,454.30119730730564,22.23327491087998,0.0,ISAP
6.007039114665478,M,Medium,401.51949175318936,25.54762755283948,1.1925022250095085,ISAP
7.82254043971026,M,Medium,444.69359665376606,25.948130151979996,0.0,ISAP
6.411379319148162,M,Medium,466.16034880889686,20.271749954520388,0.0,ISAP
1.6252842129466638,M,Medium,431.9891589178214,22.233193973821262,9.032928009342536,ISAP
8.72456478210542,M,Medium,463.66508446541286,29.539060890480084,1.245082093598484,ISAP
0.613617875521919,M,Medium,498.5707574477687,26.452291480533223,5.7192889680206775,ISAP
0.7828882490677191,M,Medium,408.77421876040967,24.16242065816882,0.0,ISAP
1.9216722866302283,M,Medium,424.3482850795719,21.22367544815314,0.0,ISAP
8.286886220733559,M,Medium,461.5075367472136,28.784965892462534,0.0,ISAP
1.570314044749499,M,Medium,428.67049594490345,26.791678782837774,0.0,ISAP
91.90720582237009,N,Medium,448.23812825064385,21.73108100967516,109.67253237709406,SPARKLE
92.65738191320368,N,Medium,413.5300584662446,20.054373144571414,156.6012774837486,SPARKLE
95.17197347005819,N,Medium,485.0473790546202,27.129707227823527,167.8895959755795,SPARKLE
93.68430329990123,N,Medium,427.6596961738873,21.655401302721017,178.32874489890932,SPARKLE
98.75972446789876,N,Medium,470.97459482327713,20.988508881268203,171.3896417358811,SPARKLE
90.76701814178476,N,Medium,459.854805403923,21.256541895304533,110.11655400077707,SPARKLE
91.90427194945694,N,Medium,422.93930012727367,28.860048204656547,125.29145508156046,SPARKLE
98.65084726905556,N,Medium,411.86464560196066,29.27167588583357,195.7660099822096,SPARKLE
